source_pdf,source_page,source_table,manufacturer,category,series,base_model,variant_label,display_name,variant_source,part_number,msrp_usd_raw,resolution_raw,resolution_width,resolution_height,megapixels_calculated,megapixels_label_pdf,sensor_lens_hfov_raw,sensor_size_normalized,focal_length_min_mm,focal_length_max_mm,aperture_min_f,aperture_max_f,hfov_max_deg,hfov_min_deg,lens_variant_mm,frame_rate_variant_fps,max_fps_raw,optical_zoom_raw,min_illumination_raw,wdr_lightfinder_raw,optimized_ir_builtin_ir_raw,power_raw,io_ports_raw,audio_support_builtin_mic_raw,audio_support,builtin_mic,compute_capabilities_raw,included_video_analytics_raw,secure_boot_signed_video_secure_keystore_raw,sustainability_raw,special_features_raw,temperature_range_raw,sensitivity_raw,pan_tilt_raw,thermal_flag,radiometric_or_temperature_flag,raw_attribute_count,all_raw_pdf_fields_json
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4215-V,,M4215-V,single_model,02676-001,$469.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8"", 3.5-6.6 mm
F1.7-2.6, 93°-47°",1/2.8,3.5,6.6,1.7,2.6,93,47,,,25/30,,0.14/0.03,WDR /√,- / -,PoE Class 2,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Face Detector
Active tampering alarm
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","HDMI
Edge-to-edge technology
IK08",,,,no,,17,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\"", 3.5-6.6 mm\nF1.7-2.6, 93°-47°"", ""Min. illumination (lux) Color/B&W"": ""0.14/0.03"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Face Detector\nActive tampering alarm\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR /√"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""HDMI\nEdge-to-edge technology\nIK08"", ""Axis Part Number"": ""02676-001"", ""MSRP"": ""$469.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4216-LV,,M4216-LV,single_model,02113-001,$549.00 ,2304x1728 (4 MP),2304,1728,3.98,4 MP,"1/2.7"", 3-6 mm
F1.9-2.7, 100°-45°",1/2.7,3,6,1.9,2.7,100,45,,,25/30,,0.18/0.00,WDR /√,√ / √,PoE Class 3,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Face Detector
Active tampering alarm
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free
43% recycled plastics","HDMI
Edge-to-edge technology
IK08",,,,no,,17,"{""Max. video resolution"": ""2304x1728 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.7\"", 3-6 mm\nF1.9-2.7, 100°-45°"", ""Min. illumination (lux) Color/B&W"": ""0.18/0.00"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Face Detector\nActive tampering alarm\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR /√"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free\n43% recycled plastics"", ""Special features"": ""HDMI\nEdge-to-edge technology\nIK08"", ""Axis Part Number"": ""02113-001"", ""MSRP"": ""$549.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4216-V,,M4216-V,single_model,02112-001,$509.00 ,2304x1728 (4 MP),2304,1728,3.98,4 MP,"1/2.7"", 3-6 mm
F1.9-2.7, 100°-45°",1/2.7,3,6,1.9,2.7,100,45,,,25/30,,0.18/0.03,WDR /√,- / -,PoE Class 2,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Face Detector
Active tampering alarm
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","HDMI
Edge-to-edge technology
IK08",,,,no,,17,"{""Max. video resolution"": ""2304x1728 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.7\"", 3-6 mm\nF1.9-2.7, 100°-45°"", ""Min. illumination (lux) Color/B&W"": ""0.18/0.03"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Face Detector\nActive tampering alarm\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR /√"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""HDMI\nEdge-to-edge technology\nIK08"", ""Axis Part Number"": ""02112-001"", ""MSRP"": ""$509.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4218-LV,,M4218-LV,single_model,02679-001,$589.00 ,3840x2160 (8.3 MP),3840,2160,8.29,8.3 MP,"1/2.8"", 3.5-6.6 mm
F1.7-2.6, 93°-47°",1/2.8,3.5,6.6,1.7,2.6,93,47,,,12.5/15,,0.24/0.00,WDR / -,√ / √,PoE Class 3,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Face Detector
Active tampering alarm
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","HDMI
Edge-to-edge technology
IK08",,,,no,,17,"{""Max. video resolution"": ""3840x2160 (8.3 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\"", 3.5-6.6 mm\nF1.7-2.6, 93°-47°"", ""Min. illumination (lux) Color/B&W"": ""0.24/0.00"", ""Max. frames per second"": ""12.5/15"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Face Detector\nActive tampering alarm\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR / -"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""HDMI\nEdge-to-edge technology\nIK08"", ""Axis Part Number"": ""02679-001"", ""MSRP"": ""$589.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4218-V,,M4218-V,single_model,02678-001,$549.00 ,3840x2160 (8.3 MP),3840,2160,8.29,8.3 MP,"1/2.8"", 3.5-6.6 mm
F1.7-2.6, 93°-47°",1/2.8,3.5,6.6,1.7,2.6,93,47,,,12.5/15,,0.24/0.04,WDR / -,- / -,PoE Class 2,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Face Detector
Active tampering alarm
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","HDMI
Edge-to-edge technology
IK08",,,,no,,17,"{""Max. video resolution"": ""3840x2160 (8.3 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\"", 3.5-6.6 mm\nF1.7-2.6, 93°-47°"", ""Min. illumination (lux) Color/B&W"": ""0.24/0.04"", ""Max. frames per second"": ""12.5/15"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Face Detector\nActive tampering alarm\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR / -"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""HDMI\nEdge-to-edge technology\nIK08"", ""Axis Part Number"": ""02678-001"", ""MSRP"": ""$549.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4225-LVE,,M4225-LVE,single_model,02814-001,$629.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8"", 3.2-7.2 mm
F1.6-2.7, 100°-38°",1/2.8,3.2,7.2,1.6,2.7,100,38,,,25/30,,0.12/0.00,WDR /√,√ / √,PoE Class 3,-,"- / -
Acoustic sensor",no,,Deep learning processing unit,"AXIS Object Analytics
AXIS Audio Analytics
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free
43% recycled plastics","Edge-to-edge technology
IP66/NEMA 250 Type 4X, IK10",,,,no,,17,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\"", 3.2-7.2 mm\nF1.6-2.7, 100°-38°"", ""Min. illumination (lux) Color/B&W"": ""0.12/0.00"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -\nAcoustic sensor"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Audio Analytics\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR /√"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free\n43% recycled plastics"", ""Special features"": ""Edge-to-edge technology\nIP66/NEMA 250 Type 4X, IK10"", ""Axis Part Number"": ""02814-001"", ""MSRP"": ""$629.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4227-LVE,,M4227-LVE,single_model,02815-001,$789.00 ,2592x1944 (5 MP),2592,1944,5.04,5 MP,"1/2.7"", 3.2-7.2 mm
F1.6-2.7, 98°-38°",1/2.7,3.2,7.2,1.6,2.7,98,38,,,25/30,,0.13/0.00,WDR /√,√ / √,PoE Class 3,-,"- / -
Acoustic sensor",no,,Deep learning processing unit,"AXIS Object Analytics
AXIS Audio Analytics
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free
43% recycled plastics","Edge-to-edge technology
IP66/NEMA 250 Type 4X, IK10",,,,no,,17,"{""Max. video resolution"": ""2592x1944 (5 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.7\"", 3.2-7.2 mm\nF1.6-2.7, 98°-38°"", ""Min. illumination (lux) Color/B&W"": ""0.13/0.00"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -\nAcoustic sensor"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Audio Analytics\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR /√"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free\n43% recycled plastics"", ""Special features"": ""Edge-to-edge technology\nIP66/NEMA 250 Type 4X, IK10"", ""Axis Part Number"": ""02815-001"", ""MSRP"": ""$789.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,24,1,Axis,Axis dome cameras,AXIS M42 Series,AXIS M4228-LVE,,M4228-LVE,single_model,02816-001,$899.00 ,3840x2160 (8.3 MP),3840,2160,8.29,8.3 MP,"1/2.8"", 3.2-7.2 mm
F1.6-2.7, 100°-38°",1/2.8,3.2,7.2,1.6,2.7,100,38,,,25/30,,0.14/0.00,WDR /√,√ / √,PoE Class 3,-,"- / -
Acoustic sensor",no,,Deep learning processing unit,"AXIS Object Analytics
AXIS Audio Analytics
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free
43% recycled plastics","Edge-to-edge technology
IP66/NEMA 250 Type 4X, IK10",,,,no,,17,"{""Max. video resolution"": ""3840x2160 (8.3 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\"", 3.2-7.2 mm\nF1.6-2.7, 100°-38°"", ""Min. illumination (lux) Color/B&W"": ""0.14/0.00"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -\nAcoustic sensor"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Audio Analytics\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""WDR /√"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free\n43% recycled plastics"", ""Special features"": ""Edge-to-edge technology\nIP66/NEMA 250 Type 4X, IK10"", ""Axis Part Number"": ""02816-001"", ""MSRP"": ""$899.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,26,1,Axis,Axis panoramic cameras,AXIS M43 Series,AXIS M4308-PLE,,M4308-PLE,single_model,02100-001,"$1,059.00 ",2880x2880 (12 MP),2880,2880,8.29,12 MP,"1/1.7”
1.3 mm, F2.4
183°",1/1.7,1.3,1.3,2.4,183,183,183,,,25/30,,0.19/0.00,Forensic WDR / √,√ / √,Poe Class 4,1-Jan,√ / √,yes,yes,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
Active tampering alarm
Audio detection
AXIS Scene Metadata",√ / √ / √,PVC free,"Dewarped views
IP66/NEMA 4X, IK09",,,,no,,18,"{""Max. video resolution"": ""2880x2880 (12 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.7”\n1.3 mm, F2.4\n183°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.19/0.00"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nActive tampering alarm\nAudio detection\nAXIS Scene Metadata"", ""Power"": ""Poe Class 4"", ""In-/output ports"": ""1/1"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""Dewarped views\nIP66/NEMA 4X, IK09"", ""Axis Part Number"": ""02100-001"", ""MSRP"": ""$1,059.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,27,1,Axis,Axis panoramic cameras,AXIS M43 Series,AXIS M4317-PLR,,M4317-PLR,single_model,02833-001,$769.00 ,2160x2160 (6 MP),2160,2160,4.67,6 MP,"1/1.8”
1.1 mm, F2.2
182°",1/1.8,1.1,1.1,2.2,182,182,182,,,50/60,,0.16/0.03,Forensic WDR / √,√ / √,PoE Class 3,1-Jan,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","Dewarped views
IP66/NEMA 4X",,,,no,,18,"{""Max. video resolution"": ""2160x2160 (6 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”\n1.1 mm, F2.2\n182°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.16/0.03"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""1/1"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Dewarped views\nIP66/NEMA 4X"", ""Axis Part Number"": ""02833-001"", ""MSRP"": ""$769.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,27,1,Axis,Axis panoramic cameras,AXIS M43 Series,AXIS M4317-PLVE,,M4317-PLVE,single_model,02510-001,$769.00 ,2160x2160 (6 MP),2160,2160,4.67,6 MP,"1/1.8”
1.1 mm, F2.2
182°",1/1.8,1.1,1.1,2.2,182,182,182,,,50/60,,0.16/0.03,Forensic WDR / √,√ / √,PoE Class 3,1-Jan,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","Dewarped views
IP66/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""2160x2160 (6 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”\n1.1 mm, F2.2\n182°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.16/0.03"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""1/1"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Dewarped views\nIP66/NEMA 4X, IK10"", ""Axis Part Number"": ""02510-001"", ""MSRP"": ""$769.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,27,1,Axis,Axis panoramic cameras,AXIS M43 Series,AXIS M4318-PLR,,M4318-PLR,single_model,02834-001,$949.00 ,2992x2992 (12 MP),2992,2992,8.95,12 MP,"1/2.3”
1.2 mm, F2.2
182°",1/2.3,1.2,1.2,2.2,182,182,182,,,25/30,,0.19/0.04,Forensic WDR / √,√ / √,PoE Class 3,1-Jan,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","Dewarped views
IP66/NEMA 4X",,,,no,,18,"{""Max. video resolution"": ""2992x2992 (12 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.3”\n1.2 mm, F2.2\n182°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.19/0.04"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""1/1"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Dewarped views\nIP66/NEMA 4X"", ""Axis Part Number"": ""02834-001"", ""MSRP"": ""$949.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,27,1,Axis,Axis panoramic cameras,AXIS M43 Series,AXIS M4318-PLVE,,M4318-PLVE,single_model,02511-001,$949.00 ,2992x2992 (12 MP),2992,2992,8.95,12 MP,"1/2.3”
1.2 mm, F2.2
182°",1/2.3,1.2,1.2,2.2,182,182,182,,,25/30,,0.19/0.04,Forensic WDR / √,√ / √,PoE Class 3,1-Jan,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free","Dewarped views
IP66/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""2992x2992 (12 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.3”\n1.2 mm, F2.2\n182°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.19/0.04"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""1/1"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Dewarped views\nIP66/NEMA 4X, IK10"", ""Axis Part Number"": ""02511-001"", ""MSRP"": ""$949.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,26,1,Axis,Axis panoramic cameras,AXIS M43 Series,AXIS M4327-P,,M4327-P,single_model,02636-004,$559.00 ,2160x2160 (6 MP),2160,2160,4.67,6 MP,"1/1.8”
1.1 mm, F2.2
182°",1/1.8,1.1,1.1,2.2,182,182,182,,,50/60,,0.16/0.03,Forensic WDR / √,- / -,Poe Class 3,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free",Dewarped views,,,,no,,18,"{""Max. video resolution"": ""2160x2160 (6 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”\n1.1 mm, F2.2\n182°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.16/0.03"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Scene Metadata"", ""Power"": ""Poe Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Dewarped views"", ""Axis Part Number"": ""02636-004"", ""MSRP"": ""$559.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,26,1,Axis,Axis panoramic cameras,AXIS M43 Series,AXIS M4328-P,,M4328-P,single_model,02637-004,$739.00 ,2992x2992 (12 MP),2992,2992,8.95,12 MP,"1/2.3”
1.2 mm, F2.2
182°",1/2.3,1.2,1.2,2.2,182,182,182,,,25/30,,0.19/0.04,Forensic WDR / √,- / -,Poe Class 3,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR free",Dewarped views,,,,no,,18,"{""Max. video resolution"": ""2992x2992 (12 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.3”\n1.2 mm, F2.2\n182°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.19/0.04"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nAXIS Scene Metadata"", ""Power"": ""Poe Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Dewarped views"", ""Axis Part Number"": ""02637-004"", ""MSRP"": ""$739.00""}"
